Match_ID,Date,Venue,Team_A,Team_B,Stage,Team_A_Ranking,Team_B_Ranking,Team_A_Form,Team_B_Form,HeadToHead_A_Wins,HeadToHead_B_Wins,Venue_HomeAdvantage_A,Venue_HomeAdvantage_B,Pitch_Type,Avg_T20_Score_Venue,Toss_Winner,Toss_Decision,Team_A_Tech_Index,Team_B_Tech_Index,Match_Total,Winner,Team_A_encoded,Team_B_encoded,Venue_encoded,Stage_encoded,Pitch_Type_encoded,Toss_Winner_encoded,Toss_Decision_encoded,Toss_Winner_Binary,Toss_Decision_Binary,Winner_Binary
M0263,2/16/2026,Ahmedabad,New Zealand,Oman,Group,5,16,53.97,34.16,9,5,0,0,Flat,180,Team_B,Field,252.14,118.41,181,Team_A,10,11,0,1,0,1,1,0,1,1
M0264,2/21/2026,Chennai,South Africa,Oman,Group,6,16,71.45,43.85,12,5,0,0,Spin-Friendly,155,Team_B,Bat,241.3,104.72,114,Team_A,15,11,1,1,2,1,0,0,0,1
M0265,2/26/2026,Delhi,Afghanistan,New Zealand,Group,8,5,63.89,62.13,12,13,0,0,Pace-Friendly,170,Team_B,Field,217.98,252.78,205,Team_A,0,10,3,1,1,1,1,0,1,1
M0266,2/9/2026,Kandy,Scotland,Canada,Group,13,18,67.76,28.66,19,4,0,0,Pace-Friendly,162,Team_A,Field,178.63,82.13,178,Team_A,14,3,4,1,1,0,1,1,1,1
M0267,2/15/2026,Kolkata,Bangladesh,PNG,Super8,10,20,55.88,45.62,5,4,0,0,Spin-Friendly,165,Team_B,Field,195.94,65.66,125,Team_A,2,12,5,3,2,1,1,0,1,1
M0268,2/16/2026,Chennai,New Zealand,Zimbabwe,Group,5,14,95.0,49.14,14,1,0,0,Spin-Friendly,155,Team_A,Bat,279.48,130.52,152,Team_A,10,19,1,1,2,0,0,1,0,1
M0269,2/26/2026,Chennai,Ireland,England,Group,12,3,67.69,80.27,6,13,0,0,Spin-Friendly,155,Team_A,Field,192.42,280.31,115,Team_B,6,4,1,1,2,0,1,1,1,0
M0270,2/17/2026,Chennai,Oman,PNG,Group,16,20,47.34,56.33,14,12,0,0,Spin-Friendly,155,Team_B,Field,117.65,84.42,159,Team_A,11,12,1,1,2,1,1,0,1,1
M0271,3/5/2026,Kandy,England,Canada,Super8,3,18,83.93,28.51,24,3,0,0,Pace-Friendly,162,Team_A,Bat,309.42,86.35,182,Team_A,4,3,4,3,1,0,0,1,0,1
M0272,2/17/2026,Chennai,Canada,Oman,Group,18,16,43.47,37.86,1,4,0,0,Spin-Friendly,155,Team_B,Field,87.4,112.09,187,Team_A,3,11,1,1,2,1,1,0,1,1
M0273,2/25/2026,Chennai,PNG,Australia,Group,20,2,36.38,75.91,1,24,0,0,Spin-Friendly,155,Team_A,Bat,71.26,280.44,156,Team_B,12,1,1,1,2,0,0,1,0,0
M0274,2/10/2026,Mumbai,Oman,England,Group,16,3,68.91,71.38,3,26,0,0,Flat,175,Team_A,Bat,137.12,284.06,187,Team_B,11,4,6,1,0,0,0,1,0,0
M0275,2/7/2026,Delhi,West Indies,South Africa,Group,7,6,63.64,68.9,9,21,0,0,Pace-Friendly,170,Team_B,Field,226.45,249.21,141,Team_A,18,15,3,1,1,1,1,0,1,1
M0276,3/1/2026,Kandy,Nepal,Bangladesh,Group,19,10,43.07,64.29,1,1,0,0,Pace-Friendly,162,Team_B,Field,92.45,202.05,168,Team_B,8,2,4,1,1,1,1,0,1,0
M0277,2/28/2026,Mumbai,New Zealand,PNG,Group,5,20,56.29,30.73,4,0,0,0,Flat,175,Team_B,Field,249.76,52.09,198,Team_A,10,12,6,1,0,1,1,0,1,1
M0278,2/25/2026,Chennai,Namibia,South Africa,Group,15,6,49.81,82.28,2,10,0,0,Spin-Friendly,155,Team_B,Field,122.31,249.31,136,Team_B,7,15,1,1,2,1,1,0,1,0
M0279,2/24/2026,Kandy,India,Australia,Group,1,2,60.21,85.48,10,9,0,0,Pace-Friendly,162,Team_A,Bat,290.03,300.61,207,Team_A,5,1,4,1,1,0,0,1,0,1
M0280,2/27/2026,Kolkata,Zimbabwe,West Indies,SemiFinal,14,7,56.92,76.99,6,13,0,0,Spin-Friendly,165,Team_A,Field,136.68,245.77,149,Team_B,19,18,5,2,2,0,1,1,1,0
M0281,2/17/2026,Kandy,USA,Zimbabwe,Group,17,14,74.44,38.97,11,19,0,0,Pace-Friendly,162,Team_B,Bat,138.97,147.12,168,Team_A,17,19,4,1,1,1,0,0,0,1
M0282,2/23/2026,Colombo,Netherlands,Namibia,Group,11,15,53.35,60.73,8,9,0,0,Spin-Friendly,160,Team_A,Field,177.16,139.3,164,Team_A,9,7,2,1,2,0,1,1,1,1
M0283,3/1/2026,Delhi,Namibia,Bangladesh,Group,15,10,34.27,74.62,5,11,0,0,Pace-Friendly,170,Team_A,Bat,122.59,203.62,135,Team_A,7,2,3,1,1,0,0,1,0,1
M0284,3/8/2026,Chennai,India,Ireland,Group,1,12,95.0,55.3,21,9,1,0,Spin-Friendly,155,Team_A,Bat,328.56,167.59,170,Team_A,5,6,1,1,2,0,0,1,0,1
M0285,2/17/2026,Mumbai,New Zealand,Namibia,SemiFinal,5,15,77.56,52.9,12,2,0,0,Flat,175,Team_A,Bat,278.88,134.46,197,Team_A,10,7,6,2,0,0,0,1,0,1
M0286,3/1/2026,Colombo,Bangladesh,Oman,Group,10,16,85.33,51.92,6,8,0,0,Spin-Friendly,160,Team_B,Bat,224.78,116.81,188,Team_A,2,11,2,1,2,1,0,0,0,1
M0287,3/6/2026,Ahmedabad,Oman,Sri Lanka,Group,16,9,42.27,68.07,2,8,0,0,Flat,180,Team_A,Field,123.43,207.82,156,Team_B,11,16,0,1,0,0,1,1,1,0
M0288,2/23/2026,Kolkata,Bangladesh,New Zealand,Group,10,5,56.64,80.57,0,5,0,0,Spin-Friendly,165,Team_A,Bat,202.04,267.9,163,Team_B,2,10,5,1,2,0,0,1,0,0
M0289,2/19/2026,Kandy,England,West Indies,Group,3,7,84.0,75.54,11,9,0,0,Pace-Friendly,162,Team_A,Bat,301.48,250.74,162,Team_A,4,18,4,1,1,0,0,1,0,1
M0290,2/26/2026,Colombo,USA,Nepal,Group,17,19,39.8,43.76,16,12,0,0,Spin-Friendly,160,Team_A,Field,91.2,82.6,136,Team_A,17,8,2,1,2,0,1,1,1,1
M0291,2/13/2026,Kolkata,Netherlands,USA,Group,11,17,41.06,50.13,7,1,0,0,Spin-Friendly,165,Team_A,Field,173.5,106.96,156,Team_A,9,17,5,1,2,0,1,1,1,1
M0292,2/17/2026,Mumbai,Namibia,India,Group,15,1,50.39,72.9,0,6,0,1,Flat,175,Team_B,Bat,127.43,296.59,187,Team_B,7,5,6,1,0,1,0,0,0,0
M0293,2/17/2026,Colombo,Zimbabwe,Oman,Group,14,16,51.35,29.96,12,7,0,0,Spin-Friendly,160,Team_B,Field,141.59,98.15,153,Team_A,19,11,2,1,2,1,1,0,1,1
M0294,2/21/2026,Kandy,South Africa,Zimbabwe,Group,6,14,61.45,57.35,11,8,0,0,Pace-Friendly,162,Team_A,Field,220.5,152.82,205,Team_A,15,19,4,1,1,0,1,1,1,1
M0295,2/25/2026,Delhi,India,Afghanistan,Group,1,8,82.1,61.08,2,0,1,0,Pace-Friendly,170,Team_A,Bat,320.04,215.56,203,Team_A,5,0,3,1,1,0,0,1,0,1
M0296,3/1/2026,Mumbai,India,England,Group,1,3,68.44,76.65,1,3,1,0,Flat,175,Team_B,Bat,299.44,275.3,165,Team_A,5,4,6,1,0,1,0,0,0,1
M0297,2/22/2026,Kolkata,New Zealand,Ireland,Group,5,12,66.76,59.52,12,8,0,0,Spin-Friendly,165,Team_A,Field,244.95,169.65,149,Team_A,10,6,5,1,2,0,1,1,1,1
M0298,3/5/2026,Mumbai,Pakistan,Canada,Group,4,18,65.42,57.26,14,0,0,0,Flat,175,Team_A,Field,256.65,102.3,185,Team_A,13,3,6,1,0,0,1,1,1,1
M0299,3/5/2026,Kolkata,Pakistan,Scotland,Super8,4,13,76.63,57.94,9,3,0,0,Spin-Friendly,165,Team_B,Field,273.62,163.18,191,Team_A,13,14,5,3,2,1,1,0,1,1
M0300,2/22/2026,Chennai,PNG,West Indies,Group,20,7,57.69,54.72,1,4,0,0,Spin-Friendly,155,Team_A,Field,91.41,229.41,151,Team_B,12,18,1,1,2,0,1,1,1,0
M0301,2/15/2026,Ahmedabad,Netherlands,Ireland,Super8,11,12,53.82,54.84,3,4,0,0,Flat,180,Team_B,Bat,176.32,171.56,188,Team_A,9,6,0,3,0,1,0,0,0,1
M0302,2/22/2026,Kandy,Bangladesh,India,Group,10,1,33.67,80.17,4,13,0,0,Pace-Friendly,162,Team_A,Field,164.07,301.6,153,Team_B,2,5,4,1,1,0,1,1,1,0
M0303,2/24/2026,Mumbai,Oman,Australia,Group,16,2,45.47,92.52,6,20,0,0,Flat,175,Team_A,Field,114.29,320.38,208,Team_B,11,1,6,1,0,0,1,1,1,0
M0304,2/10/2026,Chennai,Sri Lanka,Netherlands,Group,9,11,61.27,63.65,12,11,0,0,Spin-Friendly,155,Team_A,Bat,200.04,190.99,141,Team_B,16,9,1,1,2,0,0,1,0,0
M0305,3/6/2026,Mumbai,Sri Lanka,Bangladesh,Group,9,10,55.3,73.25,13,13,0,0,Flat,175,Team_A,Bat,211.69,201.96,180,Team_B,16,2,6,1,0,0,0,1,0,0
M0306,2/13/2026,Kolkata,Sri Lanka,New Zealand,Group,9,5,55.22,57.87,6,19,0,0,Spin-Friendly,165,Team_B,Field,206.74,233.06,156,Team_B,16,10,5,1,2,1,1,0,1,0
M0307,2/11/2026,Delhi,Namibia,Oman,Group,15,16,49.71,40.06,13,12,0,0,Pace-Friendly,170,Team_A,Field,139.15,92.78,169,Team_B,7,11,3,1,1,0,1,1,1,0
M0308,2/15/2026,Delhi,USA,Oman,Super8,17,16,53.38,49.58,9,10,0,0,Pace-Friendly,170,Team_A,Bat,106.33,130.5,197,Team_B,17,11,3,3,1,0,0,1,0,0
M0309,3/6/2026,Mumbai,Scotland,Oman,Group,13,16,60.38,50.2,11,5,0,0,Flat,175,Team_A,Bat,163.68,123.73,179,Team_B,14,11,6,1,0,0,0,1,0,0
M0310,2/15/2026,Ahmedabad,Sri Lanka,PNG,Group,9,20,42.38,44.56,22,5,0,0,Flat,180,Team_A,Field,187.7,75.76,186,Team_A,16,12,0,1,0,0,1,1,1,1
M0311,3/5/2026,Mumbai,Bangladesh,Canada,Group,10,18,59.77,60.9,5,2,0,0,Flat,175,Team_B,Bat,191.4,111.06,157,Team_A,2,3,6,1,0,1,0,0,0,1
M0312,2/19/2026,Chennai,Australia,England,Group,2,3,94.71,74.92,7,7,0,0,Spin-Friendly,155,Team_A,Field,308.88,282.77,120,Team_B,1,4,1,1,2,0,1,1,1,0
M0313,3/2/2026,Delhi,Ireland,Zimbabwe,Group,12,14,54.25,50.82,4,4,0,0,Pace-Friendly,170,Team_B,Field,172.99,156.13,167,Team_A,6,19,3,1,1,1,1,0,1,1
M0314,3/3/2026,Kandy,Canada,Namibia,Group,18,15,33.02,67.78,13,14,0,0,Pace-Friendly,162,Team_A,Field,78.13,140.92,167,Team_B,3,7,4,1,1,0,1,1,1,0
M0315,3/6/2026,Mumbai,Bangladesh,Afghanistan,Super8,10,8,71.87,65.24,1,1,0,0,Flat,175,Team_B,Bat,197.96,213.99,191,Team_B,2,0,6,3,0,1,0,0,0,0
M0316,2/17/2026,Mumbai,New Zealand,Canada,Group,5,18,72.04,29.74,21,5,0,0,Flat,175,Team_B,Bat,262.52,78.48,203,Team_A,10,3,6,1,0,1,0,0,0,1
M0317,3/4/2026,Chennai,Nepal,New Zealand,Group,19,5,21.88,87.33,0,10,0,0,Spin-Friendly,155,Team_A,Bat,60.28,260.68,165,Team_B,8,10,1,1,2,0,0,1,0,0
M0318,2/10/2026,Ahmedabad,Scotland,West Indies,Group,13,7,56.48,71.32,8,21,0,0,Flat,180,Team_A,Bat,177.87,232.01,176,Team_A,14,18,0,1,0,0,0,1,0,1
M0319,3/1/2026,Kolkata,New Zealand,India,Final,5,1,76.26,80.19,13,16,0,1,Spin-Friendly,165,Team_A,Field,258.78,304.24,160,Team_B,10,5,5,0,2,0,1,1,1,0
M0320,2/9/2026,Mumbai,PNG,South Africa,Group,20,6,55.92,81.75,1,19,0,0,Flat,175,Team_B,Bat,98.6,267.8,177,Team_B,12,15,6,1,0,1,0,0,0,0
M0321,2/8/2026,Kolkata,Sri Lanka,Australia,Group,9,2,51.5,84.05,3,9,0,0,Spin-Friendly,165,Team_B,Field,206.45,303.76,139,Team_B,16,1,5,1,2,1,1,0,1,0
M0322,3/1/2026,Ahmedabad,England,New Zealand,Group,3,5,75.8,67.13,1,2,0,0,Flat,180,Team_A,Bat,285.74,253.95,191,Team_A,4,10,0,1,0,0,0,1,0,1
M0323,2/28/2026,Delhi,Sri Lanka,India,Group,9,1,57.51,93.21,4,10,0,1,Pace-Friendly,170,Team_A,Bat,203.49,325.62,187,Team_B,16,5,3,1,1,0,0,1,0,0
M0324,2/20/2026,Kandy,Australia,Ireland,Group,2,12,89.92,52.08,18,4,0,0,Pace-Friendly,162,Team_A,Field,298.16,174.82,160,Team_A,1,6,4,1,1,0,1,1,1,1
M0325,2/10/2026,Kandy,Canada,PNG,Group,18,20,46.14,32.46,2,1,0,0,Pace-Friendly,162,Team_B,Bat,99.45,61.75,185,Team_A,3,12,4,1,1,1,0,0,0,1
M0326,3/3/2026,Kandy,Afghanistan,Namibia,Group,8,15,71.49,78.34,17,10,0,0,Pace-Friendly,162,Team_A,Field,214.3,150.9,176,Team_A,0,7,4,1,1,0,1,1,1,1
M0327,2/7/2026,Delhi,Pakistan,West Indies,Group,4,7,72.72,83.11,11,8,0,0,Pace-Friendly,170,Team_A,Bat,278.0,244.11,150,Team_B,13,18,3,1,1,0,0,1,0,0
M0328,3/8/2026,Kolkata,South Africa,Australia,Super8,6,2,66.34,82.44,3,10,0,0,Spin-Friendly,165,Team_B,Field,217.5,298.03,169,Team_A,15,1,5,3,2,1,1,0,1,1
M0329,2/10/2026,Kandy,Sri Lanka,Canada,Super8,9,18,76.36,35.29,12,6,1,0,Pace-Friendly,162,Team_B,Bat,212.74,90.27,188,Team_A,16,3,4,3,1,1,0,0,0,1
M0330,2/15/2026,Kolkata,USA,Bangladesh,Group,17,10,42.27,45.33,3,17,0,0,Spin-Friendly,165,Team_A,Bat,101.85,181.04,155,Team_B,17,2,5,1,2,0,0,1,0,0
M0331,3/3/2026,Mumbai,Afghanistan,South Africa,Group,8,6,55.13,59.14,11,19,0,0,Flat,175,Team_A,Field,214.87,248.91,192,Team_B,0,15,6,1,0,0,1,1,1,0
M0332,2/26/2026,Delhi,India,Pakistan,Group,1,4,69.38,62.02,8,8,1,0,Pace-Friendly,170,Team_A,Field,296.86,267.71,174,Team_A,5,13,3,1,1,0,1,1,1,1
M0333,2/14/2026,Kandy,West Indies,Sri Lanka,Group,7,9,62.02,78.22,8,7,0,1,Pace-Friendly,162,Team_B,Bat,228.84,224.05,196,Team_A,18,16,4,1,1,1,0,0,0,1
M0334,3/7/2026,Delhi,South Africa,Pakistan,Super8,6,4,74.8,68.31,0,0,0,0,Pace-Friendly,170,Team_B,Field,263.21,258.28,164,Team_A,15,13,3,3,1,1,1,0,1,1
M0335,2/20/2026,Delhi,Ireland,Afghanistan,Group,12,8,54.16,68.5,4,7,0,0,Pace-Friendly,170,Team_A,Field,151.29,219.76,200,Team_B,6,0,3,1,1,0,1,1,1,0
M0336,2/25/2026,Ahmedabad,PNG,Netherlands,Group,20,11,50.16,59.26,1,1,0,0,Flat,180,Team_A,Bat,86.29,188.63,184,Team_A,12,9,0,1,0,0,0,1,0,1
M0337,2/19/2026,Kandy,Ireland,PNG,Group,12,20,52.42,31.0,12,4,0,0,Pace-Friendly,162,Team_B,Field,176.48,69.3,171,Team_A,6,12,4,1,1,1,1,0,1,1
M0338,2/19/2026,Colombo,Pakistan,USA,Group,4,17,50.09,47.25,2,0,0,0,Spin-Friendly,160,Team_A,Bat,254.45,110.84,153,Team_A,13,17,2,1,2,0,0,1,0,1
M0339,3/4/2026,Kolkata,Namibia,Zimbabwe,Group,15,14,36.82,50.43,2,2,0,0,Spin-Friendly,165,Team_B,Bat,117.17,150.59,185,Team_B,7,19,5,1,2,1,0,0,0,0
M0340,2/27/2026,Colombo,South Africa,India,Group,6,1,67.62,82.69,1,1,0,0,Spin-Friendly,160,Team_B,Field,222.39,325.47,130,Team_B,15,5,2,1,2,1,1,0,1,0
M0341,2/14/2026,Ahmedabad,Scotland,Afghanistan,Group,13,8,62.93,62.08,1,1,0,0,Flat,180,Team_B,Bat,162.94,218.26,234,Team_B,14,0,0,1,0,1,0,0,0,0
M0342,3/2/2026,Colombo,Afghanistan,Canada,SemiFinal,8,18,66.7,39.6,17,4,0,0,Spin-Friendly,160,Team_A,Bat,220.46,75.18,159,Team_A,0,3,2,2,2,0,0,1,0,1
M0343,2/22/2026,Kolkata,Nepal,England,Group,19,3,37.71,91.34,1,29,0,0,Spin-Friendly,165,Team_B,Field,72.08,304.79,166,Team_B,8,4,5,1,2,1,1,0,1,0
M0344,2/18/2026,Kolkata,Zimbabwe,Scotland,Group,14,13,49.68,54.37,2,2,0,0,Spin-Friendly,165,Team_B,Field,140.56,157.58,196,Team_A,19,14,5,1,2,1,1,0,1,1
M0345,3/4/2026,Mumbai,Netherlands,Australia,Group,11,2,56.4,64.74,5,8,0,0,Flat,175,Team_B,Bat,180.05,284.52,144,Team_B,9,1,6,1,0,1,0,0,0,0
M0346,2/9/2026,Colombo,West Indies,Australia,Group,7,2,54.72,78.77,9,6,0,0,Spin-Friendly,160,Team_B,Field,217.67,285.38,181,Team_A,18,1,2,1,2,1,1,0,1,1
M0347,2/18/2026,Kolkata,Scotland,India,Super8,13,1,37.54,70.7,1,4,0,1,Spin-Friendly,165,Team_B,Field,130.11,299.4,133,Team_B,14,5,5,3,2,1,1,0,1,0
M0348,2/14/2026,Ahmedabad,Oman,Pakistan,Group,16,4,59.48,61.14,8,15,0,0,Flat,180,Team_A,Bat,125.71,264.56,174,Team_B,11,13,0,1,0,0,0,1,0,0
M0349,2/18/2026,Chennai,Zimbabwe,PNG,Group,14,20,70.73,55.4,7,5,0,0,Spin-Friendly,155,Team_A,Bat,169.85,89.51,150,Team_B,19,12,1,1,2,0,0,1,0,0
M0350,3/8/2026,Kandy,Australia,Nepal,Group,2,19,84.56,28.63,19,3,0,0,Pace-Friendly,162,Team_B,Bat,312.97,71.36,148,Team_A,1,8,4,1,1,1,0,0,0,1
M0351,2/15/2026,Mumbai,Canada,USA,Group,18,17,56.47,59.7,12,14,0,0,Flat,175,Team_A,Bat,108.42,120.05,147,Team_A,3,17,6,1,0,0,0,1,0,1
M0352,2/12/2026,Ahmedabad,USA,Namibia,Group,17,15,46.9,56.97,4,3,0,0,Flat,180,Team_A,Field,113.82,132.02,176,Team_A,17,7,0,1,0,0,1,1,1,1
M0353,3/3/2026,Mumbai,West Indies,Afghanistan,Group,7,8,70.25,62.3,11,16,0,0,Flat,175,Team_B,Bat,229.01,208.79,192,Team_A,18,0,6,1,0,1,0,0,0,1
M0354,2/16/2026,Kolkata,Ireland,Scotland,Group,12,13,58.16,55.13,9,9,0,0,Spin-Friendly,165,Team_B,Field,157.82,159.85,155,Team_A,6,14,5,1,2,1,1,0,1,1
M0355,3/3/2026,Chennai,Sri Lanka,USA,Group,9,17,66.94,45.66,15,9,0,0,Spin-Friendly,155,Team_A,Field,212.55,95.49,162,Team_A,16,17,1,1,2,0,1,1,1,1
M0356,2/7/2026,Kolkata,USA,Australia,Group,17,2,64.15,87.97,1,28,0,0,Spin-Friendly,165,Team_B,Bat,124.95,305.75,177,Team_B,17,1,5,1,2,1,0,0,0,0
M0357,3/7/2026,Colombo,USA,West Indies,Group,17,7,52.82,55.62,0,0,0,0,Spin-Friendly,160,Team_B,Bat,110.86,234.12,144,Team_B,17,18,2,1,2,1,0,0,0,0
M0358,2/16/2026,Colombo,Nepal,Netherlands,Super8,19,11,45.54,67.66,1,2,0,0,Spin-Friendly,160,Team_A,Field,79.25,177.42,168,Team_B,8,9,2,3,2,0,1,1,1,0
M0359,2/11/2026,Ahmedabad,West Indies,Oman,Group,7,16,65.69,64.53,15,7,0,0,Flat,180,Team_B,Bat,243.94,128.39,129,Team_A,18,11,0,1,0,1,0,0,0,1
M0360,2/20/2026,Delhi,PNG,Afghanistan,Group,20,8,47.38,67.84,2,20,0,0,Pace-Friendly,170,Team_B,Field,73.79,224.72,164,Team_B,12,0,3,1,1,1,1,0,1,0
M0361,2/11/2026,Delhi,USA,Scotland,Group,17,13,48.25,36.8,5,15,0,0,Pace-Friendly,170,Team_B,Bat,117.0,141.87,172,Team_B,17,14,3,1,1,1,0,0,0,0
M0362,2/14/2026,Kolkata,India,USA,Group,1,17,95.0,37.82,9,0,1,0,Spin-Friendly,165,Team_B,Field,326.77,92.38,172,Team_A,5,17,5,1,2,1,1,0,1,1
M0363,3/2/2026,Kandy,Afghanistan,Oman,Super8,8,16,71.71,59.68,9,1,0,0,Pace-Friendly,162,Team_B,Field,213.64,122.75,133,Team_A,0,11,4,3,1,1,1,0,1,1
M0364,3/3/2026,Kolkata,Nepal,Canada,Group,19,18,22.55,51.33,10,14,0,0,Spin-Friendly,165,Team_A,Bat,66.41,102.11,164,Team_A,8,3,5,1,2,0,0,1,0,1
M0365,2/10/2026,Chennai,India,Nepal,Group,1,19,78.75,47.28,17,0,1,0,Spin-Friendly,155,Team_B,Field,318.41,87.35,121,Team_A,5,8,1,1,2,1,1,0,1,1
M0366,3/6/2026,Mumbai,India,Netherlands,Group,1,11,65.99,60.14,1,2,1,0,Flat,175,Team_A,Bat,304.57,190.0,196,Team_A,5,9,6,1,0,0,0,1,0,1
M0367,2/26/2026,Colombo,Netherlands,Afghanistan,Group,11,8,80.57,54.69,0,1,0,0,Spin-Friendly,160,Team_A,Field,193.46,220.97,152,Team_A,9,0,2,1,2,0,1,1,1,1
M0368,2/18/2026,Kolkata,Netherlands,Canada,Group,11,18,61.12,63.45,10,2,0,0,Spin-Friendly,165,Team_A,Field,176.24,99.78,148,Team_A,9,3,5,1,2,0,1,1,1,1
M0369,2/19/2026,Ahmedabad,Canada,South Africa,Group,18,6,70.27,74.33,4,23,0,0,Flat,180,Team_B,Bat,120.7,252.79,164,Team_B,3,15,0,1,0,1,0,0,0,0
M0370,3/4/2026,Ahmedabad,South Africa,Bangladesh,Group,6,10,71.13,66.45,15,10,0,0,Flat,180,Team_A,Bat,241.64,186.21,215,Team_A,15,2,0,1,0,0,0,1,0,1
M0371,2/11/2026,Kolkata,Nepal,West Indies,Final,19,7,35.32,73.35,1,5,0,0,Spin-Friendly,165,Team_B,Bat,83.44,236.22,209,Team_B,8,18,5,0,2,1,0,0,0,0
M0372,2/25/2026,Delhi,USA,England,Super8,17,3,50.52,66.83,0,8,0,0,Pace-Friendly,170,Team_A,Bat,105.76,276.37,175,Team_B,17,4,3,3,1,0,0,1,0,0
M0373,3/4/2026,Chennai,Scotland,England,Group,13,3,64.58,73.65,0,4,0,0,Spin-Friendly,155,Team_A,Field,142.31,281.73,132,Team_B,14,4,1,1,2,0,1,1,1,0
M0374,2/21/2026,Ahmedabad,India,PNG,Group,1,20,95.0,51.58,1,0,1,0,Flat,180,Team_A,Field,328.45,96.45,191,Team_A,5,12,0,1,0,0,1,1,1,1
M0375,2/7/2026,Chennai,Nepal,Afghanistan,Group,19,8,43.47,78.24,2,10,0,0,Spin-Friendly,155,Team_B,Bat,81.56,251.68,151,Team_B,8,0,1,1,2,1,0,0,0,0
M0376,2/21/2026,Mumbai,Australia,Zimbabwe,Group,2,14,77.1,64.23,25,3,0,0,Flat,175,Team_A,Bat,311.0,154.58,181,Team_A,1,19,6,1,0,0,0,1,0,1
M0377,2/22/2026,Mumbai,West Indies,Netherlands,Super8,7,11,76.48,37.53,4,9,0,0,Flat,175,Team_B,Bat,249.62,159.05,166,Team_A,18,9,6,3,0,1,0,0,0,1
M0378,2/27/2026,Kolkata,Scotland,Namibia,Group,13,15,53.05,65.46,8,20,0,0,Spin-Friendly,165,Team_A,Field,137.24,149.22,127,Team_B,14,7,5,1,2,0,1,1,1,0
M0379,3/4/2026,Chennai,Ireland,Pakistan,Group,12,4,51.76,72.15,6,16,0,0,Spin-Friendly,155,Team_B,Field,175.85,268.69,179,Team_B,6,13,1,1,2,1,1,0,1,0
M0380,2/23/2026,Delhi,England,South Africa,Group,3,6,73.91,91.1,9,1,0,0,Pace-Friendly,170,Team_B,Bat,291.5,279.65,168,Team_A,4,15,3,1,1,1,0,0,0,1
M0381,2/8/2026,Ahmedabad,India,West Indies,Group,1,7,84.57,82.56,7,5,1,0,Flat,180,Team_B,Bat,321.78,259.15,173,Team_A,5,18,0,1,0,1,0,0,0,1
M0382,3/5/2026,Mumbai,Sri Lanka,Scotland,Group,9,13,74.74,71.26,11,10,0,0,Flat,175,Team_B,Bat,215.2,172.63,192,Team_A,16,14,6,1,0,1,0,0,0,1
M0383,2/9/2026,Mumbai,Scotland,Zimbabwe,Group,13,14,57.97,57.11,7,8,0,0,Flat,175,Team_A,Bat,169.45,153.6,223,Team_A,14,19,6,1,0,0,0,1,0,1
M0384,2/15/2026,Colombo,South Africa,Canada,Group,6,18,69.08,33.83,1,1,0,0,Spin-Friendly,160,Team_B,Bat,234.29,75.01,130,Team_A,15,3,2,1,2,1,0,0,0,1
M0385,2/8/2026,Chennai,India,England,Super8,1,3,76.29,61.94,3,5,1,0,Spin-Friendly,155,Team_B,Field,299.32,268.19,141,Team_A,5,4,1,3,2,1,1,0,1,1
M0386,2/11/2026,Ahmedabad,Bangladesh,Oman,Group,10,16,73.56,45.79,15,9,0,0,Flat,180,Team_A,Bat,203.1,124.63,188,Team_A,2,11,0,1,0,0,0,1,0,1
M0387,2/25/2026,Kandy,Canada,USA,Group,18,17,47.72,53.53,3,4,0,0,Pace-Friendly,162,Team_A,Field,92.78,111.06,162,Team_B,3,17,4,1,1,0,1,1,1,0
M0388,2/28/2026,Delhi,Afghanistan,Zimbabwe,Group,8,14,50.74,60.18,17,10,0,0,Pace-Friendly,170,Team_B,Field,205.16,159.18,172,Team_A,0,19,3,1,1,1,1,0,1,1
M0389,3/7/2026,Chennai,Afghanistan,Sri Lanka,Super8,8,9,68.6,58.61,15,12,0,0,Spin-Friendly,155,Team_A,Field,226.92,209.28,151,Team_B,0,16,1,3,2,0,1,1,1,0
M0390,2/26/2026,Colombo,Ireland,Netherlands,Group,12,11,52.62,60.67,2,2,0,0,Spin-Friendly,160,Team_A,Field,168.05,179.05,161,Team_B,6,9,2,1,2,0,1,1,1,0
M0391,2/13/2026,Kolkata,PNG,Namibia,Super8,20,15,45.35,55.16,8,17,0,0,Spin-Friendly,165,Team_A,Bat,65.69,134.96,162,Team_B,12,7,5,3,2,0,0,1,0,0
M0392,2/13/2026,Chennai,Namibia,Australia,Group,15,2,55.69,81.16,11,15,0,0,Spin-Friendly,155,Team_A,Field,126.35,293.2,144,Team_B,7,1,1,1,2,0,1,1,1,0
M0393,2/9/2026,Kandy,PNG,Pakistan,Group,20,4,45.34,88.31,0,2,0,0,Pace-Friendly,162,Team_B,Field,66.53,295.85,189,Team_B,12,13,4,1,1,1,1,0,1,0
M0394,2/21/2026,Delhi,Nepal,India,SemiFinal,19,1,54.71,95.0,2,27,0,1,Pace-Friendly,170,Team_A,Field,96.71,334.56,172,Team_B,8,5,3,2,1,0,1,1,1,0
M0395,2/10/2026,Chennai,Afghanistan,New Zealand,Group,8,5,62.49,87.63,6,7,0,0,Spin-Friendly,155,Team_A,Bat,213.65,266.41,164,Team_B,0,10,1,1,2,0,0,1,0,0
